10000 481 321
108 257 5000 5
234 207 5000 2
135 205 5000 3
272 1 688 1
10 4 1654 2
3 161 679 2
25 67 2064 3
377 206 508 5
269 51 5000 2
102 285 247 1
370 96 5000 2
228 105 5000 4
472 280 1693 3
240 72 5000 5
90 257 3873 4
64 317 525 2
256 188 5000 0
231 165 5000 1
32 245 5000 3
139 279 5000 3
325 150 5000 3
128 31 4007 5
62 77 5000 1
401 83 5000 0
27 204 5000 3
83 249 5000 0
462 55 5000 1
334 82 5000 1
75 62 1351 2
329 51 5000 5
144 162 5000 5
332 56 5000 1
19 139 2060 5
401 72 5000 2
253 305 3671 0
56 125 574 2
20 65 37 0
41 24 549 1
78 31 5000 1
130 86 5000 4
305 215 5000 0
423 121 4293 5
262 293 639 3
139 79 5000 3
317 29 5000 4
311 50 5000 3
227 99 5000 4
472 240 2348 0
309 112 5000 4
336 229 5000 1
300 80 5000 0
187 231 5000 0
170 48 5000 5
50 183 762 3
176 45 5000 0
415 250 5000 4
336 57 5000 4
357 155 173 2
418 121 4552 3
251 151 5000 5
22 71 680 4
302 109 5000 5
375 92 5000 2
184 141 5000 4
441 286 5000 4
99 225 5000 1
297 281 5000 2
75 204 5000 4
112 60 5000 5
265 15 1460 2
175 118 5000 3
91 289 2667 0
36 225 5000 2
335 265 5000 5
11 34 790 2
430 120 5000 1
302 47 5000 0
38 270 5000 2
408 314 2769 2
456 29 5000 5
146 291 5000 0
240 52 5000 3
16 284 5000 5
302 217 5000 4
21 200 5000 3
368 200 2126 5
313 198 1812 1
367 315 5000 1
326 302 5000 4
71 124 5000 1
404 129 48 4
138 148 5000 2
251 52 5000 3
119 190 5000 1
447 24 1012 3
403 210 5000 3
234 317 5000 4
133 219 5000 4
465 195 1497 0
75 216 5000 2
134 253 5000 5
219 133 5000 3
432 9 3172 2
28 177 5000 3
270 176 5000 0
57 68 3783 0
277 81 5000 5
36 244 5000 4
203 37 5000 1
91 155 5000 3
36 114 75 1
403 168 5000 2
58 89 5000 4
306 307 5000 5
437 295 5000 1
3 283 5000 5
457 286 5000 2
162 186 5000 2
323 309 5000 0
290 72 5000 3
242 263 5000 0
170 110 5000 3
467 51 3072 4
50 250 4830 3
44 163 5000 1
46 132 5000 3
246 181 5000 2
4 70 4983 0
148 226 5000 2
469 215 37 4
221 110 5000 5
251 290 3629 0
456 202 5000 1
58 234 5000 5
24 300 5000 5
480 129 1171 2
79 91 5000 5
270 253 5000 0
103 39 2733 5
166 191 5000 1
413 308 5000 1
450 68 694 2
53 29 2440 2
274 28 4015 0
109 14 4416 0
218 18 641 0
254 86 5000 5
157 122 5000 3
17 74 559 2
185 14 2364 2
20 161 2683 3
335 229 5000 0
29 156 5000 1
94 111 5000 3
216 22 5000 2
474 206 5000 5
105 38 5000 0
1 289 5000 4
365 16 3647 2
127 295 5000 2
347 180 1503 3
141 266 5000 2
280 68 5000 2
307 226 5000 3
369 254 5000 5
444 295 5000 3
466 110 5000 1
43 46 5000 5
89 243 5000 5
391 78 5000 5
147 210 5000 1
344 261 5000 0
257 228 5000 5
121 57 60 3
251 7 2762 5
145 246 5000 3
8 283 4649 1
244 315 5000 5
178 252 5000 0
412 306 5000 2
273 228 5000 1
131 255 5000 5
393 169 5000 4
24 160 5000 3
298 173 5000 5
3 9 3212 2
46 260 5000 5
214 181 5000 5
66 1 505 1
470 72 3241 5
249 212 5000 0
344 177 5000 3
454 78 5000 3
136 154 5000 4
148 258 5000 0
372 17 5000 4
299 279 5000 0
424 85 5000 3
278 35 5000 3
77 193 5000 0
61 25 5000 5
150 100 5000 1
416 157 5000 4
184 0 174 2
378 158 5000 3
111 301 3009 0
418 209 5000 1
427 72 5000 4
298 48 5000 1
76 200 5000 0
456 215 645 5
415 12 3220 4
220 176 5000 5
179 226 5000 0
9 237 5000 2
43 320 5000 3
475 32 1410 1
64 70 4221 2
95 51 1767 3
51 210 5000 5
189 124 5000 3
215 306 750 0
84 109 1282 3
148 197 5000 4
314 155 5000 2
153 128 5000 0
372 226 5000 0
112 320 5000 2
439 11 3928 3
297 86 5000 2
70 117 880 4
346 189 5000 3
74 126 86 3
22 113 1215 3
452 181 5000 1
158 81 5000 4
262 16 4963 2
175 285 5000 4
34 99 627 5
254 187 5000 2
441 242 4050 5
477 63 2044 2
129 277 5000 4
60 172 5000 1
239 98 5000 4
30 46 4291 1
436 173 575 3
2 228 5000 4
309 30 5000 1
478 195 5000 1
427 130 5000 0
239 59 5000 3
373 145 5000 0
112 123 5000 1
82 133 2473 4
139 248 5000 3
370 83 5000 5
211 186 5000 1
264 286 2131 3
254 29 4636 2
462 232 5000 1
12 69 1697 3
325 14 4507 2
374 127 5000 0
129 134 5000 4
267 245 5000 0
293 35 662 1
417 124 5000 4
172 204 5000 2
133 260 5000 3
334 295 5000 3
302 45 5000 0
62 313 5000 1
11 93 4070 3
158 71 5000 2
288 236 5000 1
123 77 5000 0
30 27 3550 1
165 255 5000 5
369 247 5000 4
467 17 5000 0
269 176 5000 4
50 255 5000 5
207 185 5000 0
45 186 1536 0
72 164 2210 3
35 85 959 3
37 15 3779 4
395 208 5000 3
113 260 5000 2
290 66 5000 3
101 61 5000 5
18 122 5000 1
421 127 5000 0
349 239 5000 2
114 165 5000 0
187 27 5000 3
358 166 5000 2
218 20 5000 2
56 303 1115 1
69 73 2663 0
119 135 5000 4
56 251 5000 5
78 122 5000 2
101 279 5000 3
146 15 1698 1
128 110 5000 3
462 4 1981 5
404 58 5000 3
429 121 4393 1
440 313 5000 5
362 163 5000 3
394 139 5000 2
418 163 5000 5
284 54 951 3
168 249 5000 2
26 57 5000 5
121 84 5000 2
197 161 5000 3
61 18 1297 2
175 100 5000 1
179 116 5000 5
96 138 5000 5
120 106 5000 1
308 251 5000 0
118 93 5000 1
343 72 666 4
362 168 5000 5
399 181 5000 4
95 172 5000 0
239 155 5000 1
48 167 5000 4
36 154 5000 2
401 173 5000 5
72 10 958 2
193 54 5000 5
364 207 5000 5
140 140 5000 1
31 146 1503 3
422 66 1407 0
451 223 5000 4
371 283 3543 3
198 82 5000 4
363 122 5000 2
289 201 5000 4
416 213 5000 4
43 140 4995 4
249 216 5000 2
315 138 5000 4
167 164 5000 4
20 194 5000 2
370 264 5000 4
229 121 5000 5
470 293 965 2
373 105 5000 0
72 205 5000 4
34 109 5000 4
34 164 5000 2
100 6 2396 2
24 150 4390 4
88 64 5000 0
334 267 5000 1
63 216 5000 2
319 28 3629 1
478 254 4898 0
79 266 5000 1
214 56 5000 4
331 73 5000 1
287 258 5000 3
163 115 5000 1
426 101 5000 1
76 251 5000 5
34 25 193 2
297 150 5000 5
237 156 5000 5
309 193 2871 1
210 83 5000 2
358 35 5000 5
236 308 3977 2
469 132 835 0
196 112 5000 3
171 67 5000 5
391 186 3497 4
354 153 5000 4
171 185 5000 3
397 4 1931 2
340 85 5000 3
218 148 5000 1
430 181 1881 5
204 165 5000 4
211 12 2413 0
121 253 1177 4
78 128 3676 0
299 226 5000 1
79 36 5000 1
351 78 5000 1
231 215 5000 2
459 75 2678 3
213 236 5000 5
112 56 3589 0
407 251 5000 3
112 111 5000 2
178 36 5000 4
88 175 5000 3
180 75 5000 5
91 268 5000 4
233 140 5000 2
385 122 5000 4
358 313 5000 4
419 112 5000 2
477 32 819 0
421 257 5000 5
187 288 3674 3
275 309 5000 2
189 280 5000 5
47 91 4380 3
39 138 4812 3
81 68 960 5
284 111 5000 4
431 125 1304 2
296 282 5000 4
98 306 5000 4
428 246 3376 2
354 222 5000 3
74 276 40 2
82 189 5000 0
223 181 5000 5
467 140 1734 3
333 218 2835 4
149 199 5000 5
168 271 4258 4
226 73 5000 0
158 182 5000 1
377 49 5000 0
248 293 5000 3
240 83 5000 5
59 48 5000 1
412 269 5000 3
377 274 3287 5
355 27 5000 0
405 43 237 4
191 136 5000 4
282 228 5000 1
121 223 5000 5
333 200 5000 5
19 278 5000 0
443 200 5000 1
123 310 5000 0
56 214 5000 1
181 15 966 4
477 251 5000 2
35 295 5000 1
54 231 5000 2
407 157 5000 3
223 244 243 5
198 231 5000 4
242 95 5000 2
286 72 5000 4
195 319 5000 1
326 74 4439 0
357 147 5000 3
207 249 5000 4
201 245 1770 0
113 85 5000 3
8 137 1408 1
144 64 4215 1
52 1 495 2
192 177 5000 5
291 227 5000 3
1 74 3584 1
321 104 5000 0
23 181 4850 4
351 48 5000 2
92 252 5000 5
398 236 5000 2
206 74 5000 4
213 207 5000 3
317 148 5000 4
225 115 5000 5
327 77 2147 1
40 111 493 2
256 193 5000 0
222 295 5000 3
463 118 5000 0
184 251 4999 1
392 291 5000 1
267 250 5000 0
110 273 5000 3
64 269 4507 0
437 249 1229 4
301 202 1055 1
176 294 5000 0
337 107 5000 0
427 273 77 3
389 139 5000 3
381 168 2107 2
344 34 5000 2
426 257 5000 3
427 244 884 2
237 78 5000 2
450 30 81 3
171 166 5000 2
172 256 5000 4
136 223 5000 1
179 187 5000 2
370 42 5000 1
474 186 549 1
80 56 3867 1
189 223 5000 1
469 228 5000 0
301 221 5000 1
6 49 1037 0
111 240 5000 4
68 251 5000 1
55 260 5000 3
351 36 342 1
254 182 5000 0
423 234 5000 0
361 170 5000 1
344 117 5000 1
439 65 1076 5
258 47 5000 4
269 221 5000 4
439 249 2291 5
288 102 5000 3
318 119 5000 4
164 84 5000 4
405 63 5000 3
78 85 2667 0
109 202 5000 1
129 111 5000 1
320 224 5000 3
349 9 3388 5
20 72 1875 4
165 216 5000 5
274 185 5000 1
441 97 1497 0
447 37 1735 2
262 43 5000 2
175 21 5000 5
262 244 5000 2
231 155 5000 0
101 248 5000 0
345 296 5000 4
118 163 5000 1
344 15 4272 5
110 26 4810 3
217 212 5000 5
158 101 5000 0
149 249 5000 1
435 117 5000 2
29 98 927 4
57 44 5000 5
122 59 1702 0
53 76 961 1
110 188 5000 1
153 294 5000 4
257 59 5000 0
276 8 17 0
30 228 5000 1
125 185 5000 5
369 68 4307 5
295 52 5000 0
8 74 1896 4
260 223 5000 5
96 319 5000 4
174 294 5000 3
120 85 3229 5
52 29 4044 0
410 180 5000 5
365 314 5000 2
479 307 395 3
331 263 5000 0
15 3 1282 2
124 146 5000 0
232 274 5000 3
408 266 5000 2
413 266 5000 2
131 95 5000 1
227 99 5000 0
339 45 5000 3
129 212 5000 0
353 42 5000 3
431 141 5000 3
9 247 5000 3
368 221 5000 5
186 162 5000 2
185 146 5000 5
5 169 4485 3
306 282 5000 1
446 205 4050 4
126 28 5000 4
235 297 5000 1
450 9 1236 3
268 42 5000 1
479 264 5000 0
414 252 5000 3
374 160 5000 0
272 284 5000 1
248 2 1073 5
183 232 5000 4
422 305 5000 3
103 52 2071 5
60 260 5000 1
396 135 5000 2
326 75 5000 0
115 108 5000 2
414 81 5000 5
329 104 5000 3
210 211 5000 2
416 4 1945 4
421 139 5000 1
430 235 3622 4
37 39 5000 1
206 147 5000 5
97 219 2095 2
314 138 5000 4
420 1 819 3
291 253 5000 3
55 223 5000 3
54 318 5000 5
286 126 5000 2
17 270 5000 4
81 265 5000 2
290 202 5000 3
317 179 597 4
175 31 5000 2
475 299 5000 5
385 296 5000 4
279 309 5000 0
299 189 3158 5
208 236 4923 5
353 82 5000 5
276 188 5000 1
480 248 5000 0
32 181 5000 2
79 91 5000 4
91 29 1356 5
199 68 5000 5
222 66 5000 3
125 301 5000 3
345 156 5000 3
453 265 5000 0
222 15 4720 3
86 279 5000 4
276 61 5000 4
82 19 467 0
261 183 5000 0
154 141 5000 5
420 86 5000 0
407 264 5000 0
240 11 3833 1
257 235 5000 4
463 211 4220 0
303 144 5000 4
15 293 5000 4
285 239 5000 4
292 251 5000 4
433 148 5000 1
389 272 5000 5
79 51 5000 3
70 261 5000 4
407 201 5000 3
269 313 5000 2
311 316 5000 3
470 211 2386 0
286 118 5000 0
131 153 5000 0
137 177 5000 0
333 46 5000 3
50 191 1106 1
372 43 5000 3
159 283 5000 5
36 291 5000 4
320 224 5000 0
223 237 5000 2
437 41 1695 0
149 176 4840 2
324 57 5000 2
368 223 5000 0
223 240 5000 1
318 301 5000 2
285 73 5000 4
222 81 5000 3
441 103 1368 1
323 174 5000 1
323 159 5000 1
57 310 1165 5
89 214 5000 3
102 7 2681 2
36 288 5000 4
471 198 5000 2
409 293 5000 0
28 70 5000 2
327 246 5000 1
99 110 5000 5
382 1 787 2
414 57 5000 1
455 318 51 4
213 234 5000 0
127 155 5000 4
374 187 5000 4
337 212 5000 2
453 237 3551 1
427 157 3985 2
344 76 5000 1
183 104 5000 1
75 253 5000 2
404 41 955 3
251 215 5000 2
210 232 5000 3
78 311 3542 2
27 46 281 1
36 54 4905 1
416 229 5000 3
457 267 5000 3
89 222 407 4
93 180 5000 4
451 288 5000 4
52 200 5000 3
480 95 5000 1
14 253 4744 4
333 51 5000 4
245 39 5000 0
100 44 5000 0
78 174 5000 1
180 30 39 5
20 125 5000 4
150 232 5000 2
432 127 3974 3
191 8 93 3
206 259 4488 1
317 230 5000 1
178 2 1013 5
398 19 5000 3
400 131 1234 3
477 244 1896 4
231 54 5000 2
234 186 5000 5
414 273 69 4
58 181 5000 3
432 138 2661 4
450 272 5000 3
42 105 5000 4
356 152 5000 5
371 53 5000 0
52 168 5000 2
225 195 633 4
349 52 5000 2
19 85 69 2
336 64 2387 3
53 41 3760 1
357 101 5000 3
427 242 5000 1
134 243 5000 5
233 40 5000 4
291 205 4714 3
165 59 5000 1
456 53 5000 5
333 306 5000 5
40 221 5000 0
56 57 1449 2
223 90 5000 1
235 6 2470 5
47 179 5000 3
50 303 2162 2
117 312 5000 1
417 154 5000 4
229 44 5000 2
53 235 5000 5
142 151 5000 0
222 36 5000 4
109 131 5000 2
449 178 2199 1
206 300 5000 3
446 121 5000 5
57 116 3602 1
355 129 5000 5
49 268 5000 4
53 180 5000 0
333 68 4514 4
314 303 5000 5
235 318 4429 3
20 50 5000 4
267 103 5000 0
66 186 5000 4
116 108 5000 1
183 234 5000 1
68 110 5000 0
236 104 5000 5
133 156 5000 3
382 125 5000 3
353 135 5000 0
455 55 5000 2
125 307 5000 2
13 144 1048 0
454 148 492 0
10 231 1500 2
230 111 5000 3
328 265 5000 1
374 279 1768 0
40 235 5000 5
208 307 5000 5
304 84 5000 3
363 307 5000 4
457 148 5000 1
186 16 2392 4
150 49 5000 5
397 143 5000 1
161 194 5000 1
94 14 1667 3
53 182 5000 2
62 148 5000 1
62 2 915 2
97 304 5000 2
358 141 5000 5
226 40 5000 0
110 272 5000 4
203 241 3521 1
17 182 5000 4
324 258 5000 4
14 245 5000 5
110 118 5000 5
187 135 5000 2
409 180 5000 5
139 132 5000 2
54 75 3311 0
398 181 5000 1
471 179 5000 0
72 158 5000 4
271 195 5000 3
337 154 5000 1
32 72 319 2
211 189 5000 2
234 60 5000 4
232 76 5000 1
190 108 5000 1
68 142 5000 4
172 16 976 1
65 110 4006 0
346 47 487 2
89 92 5000 3
476 283 827 3
414 175 5000 0
124 169 5000 1
112 124 5000 0
221 319 5000 0
162 161 5000 5
149 31 5000 4
102 282 5000 4
82 230 5000 1
429 5 2292 0
414 206 5000 4
254 101 5000 2
83 1 467 5
257 244 5000 0
144 280 5000 1
96 150 5000 2
391 35 1304 2
455 83 5000 0
35 200 3383 3
146 231 5000 3
321 144 5000 1
40 201 1764 3
52 177 1417 5
417 14 4559 0
256 96 5000 5
436 235 898 0
150 174 5000 1
105 283 5000 1
460 271 4428 1
103 194 3392 5
57 308 5000 0
275 139 5000 5
86 232 2877 0
397 40 4663 1
237 309 49 5
317 276 5000 0
336 259 5000 2
76 273 5000 4
90 288 5000 2
268 86 5000 4
175 147 5000 0
128 116 5000 4
180 151 5000 0
73 146 5000 1
414 218 5000 1
15 216 5000 5
417 98 5000 1
69 183 5000 1
305 254 5000 0
132 290 5000 2
191 314 5000 2
198 208 1394 5
291 65 5000 5
217 15 4715 5
117 201 5000 0
325 44 5000 4
257 219 965 4
46 84 333 5
440 156 5000 0
144 279 5000 3
253 184 5000 4
389 319 3541 3
244 25 3386 5
457 7 2900 0
120 89 5000 3
361 62 5000 0
324 182 5000 3
381 179 5000 0
65 126 2576 3
2 217 5000 0
457 13 520 4
457 203 3619 3
89 135 5000 4
376 315 4728 1
235 51 5000 4
329 249 5000 2
65 85 3783 0
460 286 3383 3
414 97 5000 1
192 283 5000 5
32 141 5000 5
430 53 944 3
251 41 5000 2
236 2 1062 3
383 75 5000 2
31 2 76 4
87 207 5000 1
115 80 1700 5
364 69 5000 5
323 294 5000 2
259 44 5000 2
338 96 5000 5
7 202 5000 0
261 214 5000 2
212 282 5000 3
271 19 2722 1
433 123 2950 5
82 238 5000 1
313 231 5000 3
64 317 525 5
397 183 5000 5
452 97 5000 2
242 10 1218 1
27 150 5000 3
213 310 5000 5
356 2 1171 4
447 320 5000 2
313 78 5000 0
175 148 5000 0
196 283 5000 3
328 142 5000 0
140 242 4529 3
72 115 1160 2
452 197 5000 5
349 175 5000 1
237 242 5000 0
39 141 826 5
115 131 5000 4
444 105 4249 4
364 25 5000 2
316 76 5000 1
470 233 2859 2
307 159 5000 3
350 75 5000 0
340 36 5000 3
305 107 5000 2
81 214 5000 0
302 9 2084 5
292 216 5000 2
156 207 5000 5
90 80 5000 3
92 225 5000 5
124 190 5000 5
360 250 5000 1
232 310 4230 5
460 104 5000 2
21 29 5000 1
416 23 5000 2
246 197 5000 2
248 122 5000 5
162 156 5000 3
50 216 5000 5
178 106 5000 3
188 86 5000 5
110 264 5000 3
74 112 1561 1
285 240 2761 5
58 292 5000 4
351 126 5000 0
339 191 5000 2
451 41 3521 0
473 62 2660 5
469 174 2154 2
224 219 5000 5
285 174 5000 1
145 269 5000 0
68 14 4400 1
251 143 5000 1
411 63 3384 1
423 1 822 0
85 285 5000 3
254 50 5000 4
228 204 5000 2
398 279 5000 3
111 216 5000 5
374 289 1038 3
401 219 5000 5
356 242 5000 4
42 203 1819 1
99 239 5000 1
352 190 3973 3
198 50 5000 5
466 248 1433 4
26 242 1463 3
360 212 5000 5
233 24 5000 1
157 264 5000 0
395 310 5000 4
263 307 5000 4
91 140 5000 1
178 304 5000 4
98 253 5000 3
252 316 2479 2
39 276 5000 0
368 135 5000 0
1 32 1088 3
6 19 1804 4
55 47 1062 1
278 26 489 5
266 60 5000 3
9 72 2066 2
22 230 5000 5
253 275 5000 4
118 282 5000 0
12 281 5000 3
409 179 5000 1
227 82 5000 5
85 311 268 0
325 204 92 4
304 108 5000 0
412 61 5000 1
235 79 5000 0
322 189 5000 1
157 177 5000 4
217 308 2437 5
327 71 5000 1
314 119 5000 5
412 176 5000 3
78 103 629 4
92 198 5000 0
84 254 4701 3
127 313 5000 3
286 53 3868 4
246 1 663 0
19 144 4850 4
384 118 5000 0
231 5 2157 0
22 95 3000 3
60 222 5000 5
192 31 5000 0
224 156 5000 0
137 93 5000 2
399 41 5000 1
424 247 5000 4
454 198 5000 2
355 154 5000 3
421 206 5000 0
338 196 5000 0
235 181 5000 1
91 81 5000 5
207 47 5000 0
209 110 5000 4
75 248 5000 3
215 46 5000 1
96 109 5000 0
222 202 5000 0
268 246 5000 2
31 139 5000 1
231 35 5000 1
333 105 5000 1
336 27 5000 0
306 174 5000 3
469 95 5000 5
388 67 5000 1
394 45 5000 5
58 207 5000 3
106 205 5000 5
227 248 5000 1
108 254 5000 4
469 26 2013 3
386 196 657 1
126 46 4671 0
416 298 1823 4
85 260 5000 0
173 258 3985 2
91 146 5000 3
151 65 5000 0
411 83 5000 3
29 250 5000 3
346 206 5000 4
63 219 5000 3
401 319 1036 1
385 186 96 0
479 150 1058 5
345 255 5000 3
214 63 5000 0
418 194 5000 3
476 68 5000 5
476 35 268 0
262 116 5000 5
473 91 5000 3
269 257 5000 1
48 35 1447 1
80 302 3292 1
395 198 3801 4
273 241 5000 5
99 298 5000 1
187 83 5000 1
384 193 3777 5
70 195 5000 4
14 288 5000 3
146 26 4206 1
273 28 5000 4
388 141 1043 3
18 303 5000 0
59 118 5000 1
191 202 5000 0
71 62 5000 5
282 220 5000 0
439 205 5000 5
372 142 5000 5
230 70 5000 3
64 254 5000 0
226 190 5000 4
5 206 5000 2
134 191 5000 1
350 209 5000 0
479 188 778 3
97 152 5000 0
21 133 5000 4
97 166 5000 3
258 283 5000 4
171 150 5000 0
93 10 412 4
135 267 5000 3
308 273 5000 3
258 81 5000 5
180 228 582 3
301 231 5000 0
107 200 5000 1
476 259 39 5
5 246 5000 3
376 172 5000 0
235 223 5000 4
443 190 1466 5
92 164 5000 3
405 99 5000 0
69 91 4618 2
366 16 5000 2
53 112 3720 0
416 313 5000 3
304 213 5000 2
127 19 5000 3
161 169 5000 2
241 50 5000 5
175 269 1545 1
117 159 5000 1
127 267 5000 0
429 38 4124 1
54 57 1037 4
215 239 5000 1
239 261 5000 4
71 197 5000 5
42 4 1296 4
228 310 5000 2
292 143 1757 5
413 159 5000 5
137 1 563 3
217 21 5000 2
239 198 2124 3
164 275 5000 5
402 38 1500 3
412 51 1544 3
199 62 5000 3
391 19 5000 5
8 92 1434 2
471 159 234 5
214 90 5000 0
343 119 5000 1
77 11 3493 2
85 213 5000 2
407 163 5000 0
421 308 5000 2
474 317 5000 1
184 150 5000 3
331 107 5000 4
344 19 5000 1
435 86 2710 3
430 170 3069 1
215 89 5000 5
295 254 5000 1
313 102 5000 5
438 43 1766 3
80 74 5000 1
261 82 5000 1
217 20 5000 1
206 115 5000 4
423 11 2081 3
341 78 5000 2
393 111 757 2
65 63 5000 2
250 215 5000 3
436 56 1714 2
83 239 5000 0
167 226 5000 2
185 232 5000 2
198 99 5000 0
166 136 5000 2
75 192 5000 5
410 229 5000 4
404 22 1113 2
306 299 5000 1
51 125 4552 0
105 61 5000 5
260 253 5000 4
467 192 3434 2
421 313 5000 4
457 251 652 1
188 95 5000 2
27 92 3488 5
70 49 2125 0
35 159 5000 2
173 137 5000 3
129 80 5000 2
292 156 3570 5
439 215 2867 5
267 93 5000 5
470 162 4062 4
317 89 5000 5
15 27 2516 4
472 97 2574 0
162 264 5000 5
293 176 5000 4
47 183 1196 4
27 121 5000 4
477 50 5000 5
6 204 5000 1
418 318 3629 1
157 14 4433 0
105 273 5000 2
57 310 1165 1
140 210 5000 4
348 301 5000 5
216 46 5000 4
236 260 5000 0
89 295 5000 3
387 267 5000 3
278 202 5000 0
441 142 5000 1
114 311 5000 2
384 34 5000 1
312 318 1881 2
68 257 5000 0
432 239 5000 4
427 80 4071 3
225 300 5000 5
381 177 5000 1
298 2 1116 5
168 202 5000 3
116 53 1808 1
56 34 5000 0
352 240 5000 5
48 211 5000 5
54 215 5000 0
294 217 4622 0
238 4 1816 4
310 71 5000 1
76 267 5000 1
180 158 5000 0
79 172 5000 4
59 184 5000 5
346 190 4224 4
444 188 5000 2
256 223 5000 5
184 14 1673 3
361 180 5000 0
379 150 5000 1
136 303 5000 4
109 214 5000 5
390 114 5000 5
44 234 5000 0
408 14 4554 3
419 176 2500 3
358 174 5000 3
136 99 5000 0
404 131 3849 0
294 238 5000 5
133 192 5000 0
268 111 5000 0
118 238 5000 0
188 14 2651 0
114 251 5000 1
164 144 5000 3
317 76 5000 4
226 198 5000 5
25 94 1734 5
480 56 5000 0
74 19 4427 4
388 319 5000 3
76 319 5000 0
375 231 5000 5
417 52 47 0
247 311 5000 2
172 10 3545 5
169 186 5000 5
67 237 5000 3
431 320 5000 4
85 216 5000 3
18 8 2852 5
245 53 5000 3
161 147 5000 0
300 22 4428 3
156 104 5000 2
184 69 5000 2
198 308 3481 3
457 49 2439 2
178 143 5000 3
304 210 247 0
184 132 5000 4
446 155 5000 3
210 51 5000 5
25 132 5000 0
77 185 5000 2
148 140 5000 3
267 30 3390 5
250 124 5000 0
365 137 5000 3
74 145 5000 2
332 50 4635 1
28 105 575 3
110 208 5000 0
461 180 1408 2
329 315 5000 4
362 18 5000 0
207 189 5000 4
367 102 5000 3
180 51 5000 0
307 17 5000 3
456 47 5000 5
386 251 5000 3
380 50 5000 4
111 143 5000 5
294 260 5000 2
362 255 5000 0
170 300 5000 2
272 141 5000 4
362 146 5000 4
217 88 5000 2
145 89 5000 5
50 109 900 1
55 157 5000 0
473 204 5000 5
477 211 5000 4
260 174 5000 3
469 60 2062 4
141 167 5000 0
282 27 1448 3
66 124 5000 0
159 50 5000 2
44 174 5000 5
43 99 5000 2
333 273 5000 2
186 296 5000 5
392 137 4540 1
460 104 5000 5
279 39 3998 5
120 70 3312 5
203 193 5000 2
190 124 5000 4
306 147 5000 0
327 232 5000 0
404 128 4254 2
260 159 5000 0
63 252 5000 1
23 297 5000 3
159 112 5000 3
191 248 5000 2
213 65 5000 3
115 217 5000 0
414 144 5000 2
456 204 667 1
107 90 5000 2
222 58 5000 4
360 104 5000 1
4 174 2721 3
16 27 266 3
229 202 5000 5
140 180 5000 3
431 241 2986 5
457 153 1410 5
60 186 5000 1
385 112 1128 3
441 142 5000 3
45 224 5000 1
151 295 5000 5
478 123 1768 2
332 119 5000 5
328 298 5000 3
257 75 5000 1
81 300 708 2
103 249 5000 5
142 115 5000 0
242 283 5000 1
177 118 5000 1
342 245 5000 4
252 247 5000 1
438 20 3927 4
379 146 5000 5
394 298 5000 5
141 220 5000 0
52 196 5000 5
252 143 5000 3
153 69 5000 1
437 200 2573 0
458 261 5000 1
124 257 5000 1
215 73 5000 5
419 181 5000 0
278 109 5000 0
243 138 5000 4
192 60 5000 1
32 293 5000 4
193 73 5000 0
188 283 5000 2
107 244 3348 2
201 225 5000 5
169 91 5000 5
407 54 1366 2
333 71 248 4
357 225 5000 2
330 274 5000 4
67 254 5000 1
355 301 5000 2
50 229 5000 3
215 30 3750 0
50 155 5000 0
431 153 2342 0
87 249 5000 2
182 193 5000 3
120 154 5000 3
125 162 5000 3
62 52 5000 2
255 59 5000 0
114 260 5000 1
70 196 5000 2
61 237 5000 5
474 30 5000 1
438 33 4066 3
126 292 4516 3
434 56 93 3
35 161 5000 2
160 299 4022 5
23 262 5000 3
34 244 5000 3
208 141 5000 2
225 289 1454 4
7 100 5000 1
204 206 5000 3
462 37 2128 0
37 15 3779 0
460 264 5000 1
283 175 4000 1
392 207 5000 5
213 300 3493 3
89 277 5000 5
449 269 881 4
140 110 5000 0
476 72 5000 4
1 305 3061 4
168 131 5000 3
9 291 2474 0
28 149 5000 0
213 272 5000 3
7 155 1735 2
351 109 5000 5
31 123 3325 1
354 33 5000 5
350 115 5000 1
152 213 5000 5
160 216 5000 2
446 190 706 1
21 109 5000 0
468 249 3080 5
217 285 5000 2
434 30 5000 2
355 40 5000 4
315 53 5000 4
308 164 5000 5
314 280 5000 2
134 120 5000 5
131 265 5000 1
3 53 5000 3
325 55 3968 1
420 37 5000 3
14 315 5000 1
283 132 5000 5
332 105 5000 5
433 69 3592 5
322 169 5000 4
60 58 2990 3
200 189 5000 1
251 159 5000 3
125 277 5000 3
302 223 5000 2
141 50 5000 0
383 283 5000 5
69 157 5000 5
95 104 1769 0
370 201 5000 5
375 80 5000 1
373 58 5000 3
35 299 5000 1
438 60 5000 4
443 29 4884 5
1 116 5000 0
389 247 5000 3
88 21 5000 4
113 291 5000 4
107 166 5000 0
359 65 5000 3
328 57 5000 5
47 57 5000 1
422 33 5000 2
186 255 5000 0
139 269 5000 0
477 134 5000 2
7 204 5000 0
184 70 5000 3
165 118 5000 4
433 253 5000 2
234 320 194 5
135 210 5000 2
111 120 5000 2
300 116 5000 3
290 244 5000 3
314 173 5000 1
17 88 1447 1
434 98 2341 2
91 178 5000 2
90 244 5000 0
456 227 5000 2
27 217 5000 0
409 38 5000 1
463 28 2202 3
171 28 3296 3
369 13 4308 1
464 9 3449 0
399 260 5000 2
206 176 5000 3
386 262 5000 4
384 274 5000 1
274 262 5000 5
207 198 5000 3
20 208 5000 5
452 273 2439 3
