10000 500 500
438 310 1 4
386 239 37 1
434 190 1 5
450 191 1 2
208 100 37 3
277 154 2 3
193 32 2 4
240 309 37 5
427 448 1226 2
395 493 1 2
465 427 1 0
2 429 1 0
470 366 1 3
461 144 1 2
351 172 2 0
315 465 1020 4
263 41 2 4
41 353 1 3
98 44 37 1
230 55 37 4
340 354 943 0
459 243 1 5
417 365 1326 4
14 496 1 1
176 7 1 2
265 118 37 0
367 63 2 2
264 448 37 4
52 171 1 5
124 394 1120 2
444 99 1 0
257 170 2 1
389 261 2 1
32 438 1 3
137 464 1247 1
466 22 1 2
157 215 37 0
277 129 37 2
229 301 37 5
426 210 2 1
38 176 1 1
81 5 1 3
273 436 37 4
467 200 1 2
191 60 1 1
354 132 799 3
63 136 1 2
490 478 1 2
261 205 37 5
332 325 37 3
176 232 37 3
357 156 2 4
44 9 1 2
432 437 1226 3
43 289 1 5
313 352 581 3
389 113 37 5
333 31 2 3
298 398 2 2
22 285 1 2
326 53 2 0
99 258 2 1
19 146 1 1
379 124 37 4
71 357 1327 3
106 155 37 2
152 121 39 0
229 155 37 0
93 14 1 0
244 487 1 0
268 398 2 5
352 406 2 3
172 57 297 3
415 484 1 5
286 444 1447 5
40 215 1 1
417 399 1349 4
359 304 37 1
473 406 1 4
204 359 2 4
112 440 1247 1
390 59 2 5
294 356 2 5
337 326 37 2
273 99 37 3
250 176 2 2
412 426 1226 1
213 439 37 1
150 189 782 4
2 149 1 0
150 429 1156 3
463 345 1 2
185 292 2 0
84 60 37 0
156 253 2 0
285 430 37 2
495 282 1 4
410 333 1256 2
25 38 1 1
143 363 2 2
386 493 1 2
244 171 2 5
151 23 2 2
373 398 1347 2
124 295 2 0
94 271 2 2
344 312 37 1
104 377 1147 0
394 35 2 4
245 306 37 1
114 34 8 3
169 373 2 2
405 64 2 4
25 241 1 4
249 205 37 4
26 39 1 3
155 62 1 1
120 162 37 4
32 0 1 1
103 434 1247 3
310 374 2 2
127 405 1247 0
51 17 1 2
390 128 37 2
134 299 560 2
345 228 37 1
102 25 2 1
241 323 37 3
190 159 273 4
98 14 1 3
213 246 2 0
5 241 1 3
353 243 1079 2
416 474 1226 0
144 267 2 5
395 371 1343 3
377 332 37 4
171 354 943 1
372 487 1 5
319 470 1006 0
268 272 2 4
279 223 37 0
251 366 2 4
82 423 1247 1
407 14 1 3
179 322 37 3
458 365 1 4
54 209 1 1
399 50 2 4
156 23 2 4
383 471 1226 4
357 319 37 4
57 426 1 3
484 444 1 5
87 332 1249 2
241 172 2 5
226 200 37 5
18 376 1 5
96 401 1147 1
332 289 2 5
88 129 37 1
162 336 37 4
194 456 1076 0
392 452 1226 4
74 496 1 3
128 366 2 1
270 407 549 3
350 470 1354 3
410 345 1299 3
414 395 1247 1
86 448 1247 1
115 127 1 1
118 137 1 1
475 301 1 2
203 487 1 0
87 106 37 4
298 135 2 5
190 363 2 2
284 434 37 2
161 346 37 4
377 12 1 5
84 226 37 5
67 150 2 4
393 438 1226 1
352 58 2 4
209 26 2 0
425 262 2 1
379 231 37 2
365 374 2 3
466 283 1 2
44 25 1 5
131 362 2 4
12 122 1 2
311 123 37 2
153 484 1 3
13 289 1 3
481 257 1 5
452 311 1 3
345 271 2 4
447 183 1 2
263 126 37 1
83 45 37 3
25 213 1 2
476 470 1 3
158 283 2 1
307 385 2 0
78 292 1091 0
200 383 2 2
461 213 1 3
320 359 2 2
426 224 2 3
9 19 1 2
5 70 1 2
65 96 1 0
116 368 2 5
427 486 1 0
366 399 1349 1
252 2 1 2
276 155 2 5
230 250 2 0
326 310 37 4
136 257 2 1
81 34 8 0
433 285 1091 4
65 329 1 2
7 253 1 2
379 402 1348 0
430 170 2 4
126 230 37 1
61 305 1 4
304 54 2 4
181 278 2 5
377 153 2 3
332 239 37 0
49 418 1 0
441 15 1 2
182 161 37 2
354 27 2 4
217 73 1 0
162 43 134 3
132 126 1 1
486 217 1 5
423 161 2 5
275 343 37 0
186 175 530 2
164 311 37 5
138 373 2 4
46 52 1 3
218 122 37 4
284 230 37 4
136 426 1247 2
116 219 37 0
402 254 2 5
298 479 1 5
131 316 37 2
165 285 2 4
387 335 1095 1
301 213 37 2
256 301 37 5
33 484 1 4
243 133 2 5
365 190 37 4
123 499 1 2
187 351 32 5
211 25 2 2
126 449 1247 0
288 215 37 5
140 210 37 4
126 495 1 2
294 208 37 4
406 29 2 5
376 493 1 1
318 475 1054 1
354 284 2 2
153 357 2 3
76 225 2 3
393 308 37 0
394 230 37 2
475 16 1 4
19 113 1 0
13 28 1 0
321 343 37 5
371 485 1 3
141 86 1 0
300 147 2 3
272 375 2 2
85 91 37 4
311 359 2 5
294 115 37 1
384 391 1329 5
393 208 37 0
157 306 37 1
440 263 1 5
37 398 1 1
414 344 1103 4
342 105 37 3
78 488 1 0
379 79 37 5
26 112 1 1
282 411 32 2
64 465 1 5
368 204 37 4
287 223 37 4
137 404 1247 4
7 467 1 4
216 328 37 3
167 255 2 4
388 382 1329 4
477 442 1 5
432 63 2 0
453 326 1 0
48 45 1 3
166 358 2 5
349 46 2 4
237 356 2 1
88 121 37 4
189 493 1 1
354 42 2 1
318 357 2 3
329 272 2 5
71 141 2 2
67 223 2 4
368 474 1226 3
449 443 1 5
275 335 37 2
330 45 2 3
205 287 2 5
197 156 1 4
360 477 1226 5
99 93 1 0
71 52 2 2
165 498 1 1
439 356 1 5
413 89 37 5
433 306 1167 3
88 476 1247 1
408 346 1302 4
368 133 530 2
271 24 2 1
460 376 1 4
122 271 2 1
228 38 37 5
230 333 37 5
462 248 1 0
476 163 1 1
213 137 37 5
281 453 2 5
419 207 27 4
154 43 1 0
471 480 1 3
355 43 2 5
60 263 1 2
67 235 1043 2
284 318 37 3
407 165 2 1
374 63 2 5
428 338 1148 0
239 480 1 2
59 461 1 5
17 234 1 4
106 314 37 4
208 421 37 1
276 154 2 0
177 374 2 4
233 114 37 5
100 151 37 0
223 42 37 4
304 436 2 5
294 45 2 5
337 347 37 1
283 27 2 1
227 58 37 4
44 348 1 0
422 173 2 2
413 209 37 3
132 210 37 3
226 48 37 4
480 162 1 4
135 34 8 2
312 322 37 5
444 328 1 1
39 310 1 5
86 317 1200 5
373 197 37 1
330 190 37 2
393 351 548 0
32 88 1 5
458 475 1 0
202 299 560 5
184 175 530 0
227 366 2 4
368 305 37 3
86 226 37 5
463 5 1 5
405 248 2 3
202 302 37 5
107 172 936 4
488 494 1 3
323 168 2 4
391 185 3 4
48 1 1 5
5 40 1 3
110 434 1247 5
280 330 37 1
121 333 37 1
423 399 1349 0
384 161 2 3
458 25 1 1
493 160 1 3
205 27 2 5
86 252 2 1
362 50 2 1
424 383 1329 4
277 181 2 1
234 63 37 1
8 175 1 3
414 25 2 5
31 187 1 5
365 405 1226 1
269 478 1 2
108 469 1247 1
243 86 2 5
330 237 37 5
71 407 1247 1
73 311 1096 1
157 196 37 3
57 290 1 1
463 151 1 4
70 138 2 0
141 108 1 4
323 52 2 4
114 292 2 5
32 83 1 2
324 117 37 2
212 421 37 3
371 361 2 1
250 277 2 0
95 211 37 3
144 387 2 5
353 59 2 3
442 33 1 1
479 226 1 4
425 36 2 2
290 156 2 0
416 244 530 3
474 0 1 2
391 77 558 5
313 215 37 3
119 381 1250 2
446 221 1 2
351 17 1 0
457 253 1 3
88 106 37 1
277 300 37 3
170 342 37 3
131 106 1 1
99 105 1 4
472 219 1 3
120 126 464 4
444 10 1 0
484 44 1 5
428 391 1329 5
277 45 2 4
484 177 1 4
166 68 1 0
86 274 2 4
241 147 2 4
77 203 2 5
302 170 2 3
236 223 37 1
296 154 2 4
26 77 1 5
220 286 2 4
62 204 1 5
21 449 1 2
300 450 2 4
80 70 35 2
249 108 578 3
408 463 1226 3
61 171 1 0
393 60 2 3
267 70 2 3
451 459 1 2
359 484 1 3
116 471 1247 5
153 100 37 2
185 483 1 1
346 450 1241 3
380 20 1 3
445 186 1 3
93 348 1282 0
117 473 1247 1
468 209 1 0
449 437 1 0
41 191 1 2
389 0 1 1
106 241 791 0
327 335 37 5
379 455 1226 5
114 128 1 3
55 289 1 0
51 193 1 0
199 495 1 4
136 436 1247 3
426 458 1226 1
285 154 2 4
343 232 37 2
339 397 2 5
197 251 2 1
343 208 37 1
431 235 2 1
83 218 37 1
222 375 2 0
132 364 2 0
245 284 2 4
152 310 37 1
192 38 37 5
37 53 1 2
404 310 2 5
312 398 2 4
308 490 1 1
439 164 1 4
155 43 1 3
26 345 1 5
178 2 1 0
290 128 37 2
43 167 1 4
321 369 2 0
384 369 1336 1
484 499 1 3
121 178 2 3
413 356 1325 3
341 483 1 5
167 197 37 1
324 381 2 5
384 233 37 2
426 450 1226 0
380 232 37 1
154 297 530 0
428 498 1 2
495 429 1 0
131 173 33 0
173 350 37 5
294 482 1 4
412 192 37 4
313 376 2 2
28 436 1 4
299 190 37 5
188 280 2 2
126 401 1147 0
405 24 2 2
257 245 2 5
289 256 2 0
321 393 2 1
85 457 1247 1
18 102 1 5
5 379 1 0
42 464 1 1
1 204 1 5
295 478 1 4
425 8 1 5
247 41 2 1
136 142 1 1
356 199 37 1
161 14 1 0
169 279 2 1
420 63 2 1
243 172 2 0
173 201 37 2
99 356 1210 5
384 114 37 4
386 478 1 2
369 242 1027 3
12 374 1 1
357 373 2 3
134 447 1247 5
292 474 1034 2
19 211 1 1
70 182 2 5
291 83 37 0
232 467 2 0
59 202 1 2
490 469 1 1
93 283 2 4
41 494 1 3
106 350 2 0
430 406 1226 5
7 40 1 0
151 371 2 3
275 438 37 0
428 295 1121 3
311 132 799 5
212 412 37 4
74 222 2 3
20 481 1 5
306 108 37 5
329 440 1020 1
113 420 1247 2
203 190 37 4
457 76 1 5
378 239 37 4
458 300 1 5
71 151 2 4
123 227 37 2
415 371 1343 0
74 487 1 4
173 155 1 4
144 47 1 3
242 253 2 5
490 450 1 5
366 164 2 1
16 247 1 0
180 120 37 1
303 418 37 1
435 278 1 1
316 233 37 2
212 154 1 4
44 287 1 4
486 129 1 2
338 10 1 1
13 47 1 1
479 268 1 5
230 172 936 1
125 288 2 3
449 104 1 3
214 59 37 3
447 149 1 4
81 330 1095 2
113 97 37 3
328 402 2 5
407 166 2 5
416 474 1226 2
365 368 2 2
133 148 864 2
484 339 1 1
224 414 37 0
472 244 1 4
374 439 1226 2
243 71 2 1
459 324 1 2
71 187 2 4
439 125 1 3
318 207 37 3
14 398 1 2
78 90 5 4
90 376 1247 0
181 78 37 3
14 115 1 5
302 143 2 3
313 58 2 3
267 175 2 1
462 320 1 2
60 85 1 2
83 449 1247 0
336 112 37 5
332 174 2 2
276 87 37 5
363 230 37 2
317 333 37 4
62 483 1 1
53 367 1 2
315 497 1 2
216 292 2 4
5 25 1 4
222 160 37 2
1 131 1 3
399 323 2 4
384 135 2 3
288 390 2 3
144 357 2 5
116 72 1 3
235 269 2 2
129 299 560 2
267 60 2 2
303 283 2 3
68 477 1247 5
303 426 37 2
343 215 37 2
297 126 37 2
260 224 37 0
88 33 5 2
114 59 37 5
182 216 37 5
167 141 1 0
28 42 1 5
127 184 2 1
462 458 1 4
375 4 1 4
35 159 1 4
389 479 1 2
317 25 2 3
424 463 1226 3
393 176 2 0
81 268 2 4
249 207 37 2
361 417 1226 1
493 61 1 3
356 470 1076 3
445 415 1 1
191 84 1 1
265 80 37 2
220 371 2 5
170 169 100 4
317 361 2 5
377 382 1329 5
116 241 791 4
396 146 2 0
1 16 1 2
462 447 1 2
202 34 8 0
313 200 37 4
65 460 1 2
381 228 37 3
24 469 1 5
235 65 44 5
477 21 1 2
249 369 2 2
49 103 1 2
290 164 2 5
335 155 2 3
469 234 1 4
487 234 1 3
94 44 37 4
160 83 39 2
119 95 37 1
360 186 530 2
352 382 2 2
433 445 1226 4
131 242 1027 0
193 265 2 3
402 423 1226 4
449 74 1 3
322 234 37 2
191 216 37 4
248 102 530 4
136 450 1247 5
287 235 37 2
29 96 1 3
492 36 1 5
238 327 37 2
259 320 37 1
218 437 37 0
249 433 37 5
390 418 1226 1
326 459 1006 3
91 350 1314 4
194 447 2 3
294 288 2 5
343 312 37 5
258 175 2 5
92 392 1120 5
392 446 1226 1
155 45 1 4
464 126 1 1
132 246 2 4
258 323 37 3
304 68 2 0
410 311 2 5
448 226 1 3
101 73 37 2
73 214 2 0
167 186 530 1
454 467 1 4
419 71 2 5
207 156 1 4
232 355 943 0
268 430 37 5
411 265 2 4
364 47 2 0
152 149 37 4
215 361 2 0
149 455 1237 2
467 345 1 3
24 93 1 0
458 459 1 1
304 470 1092 4
472 265 1 3
108 285 2 3
262 184 2 4
298 386 2 2
374 166 2 3
406 4 1 3
467 354 1 1
451 242 1 5
384 52 2 3
139 283 2 1
236 111 45 2
151 80 37 0
395 324 2 5
260 287 2 0
179 205 37 2
33 362 1 4
306 41 2 3
22 142 1 4
58 238 1 2
118 449 1247 3
405 338 1148 5
418 481 1 4
116 70 1 2
151 315 37 2
32 362 1 4
479 214 1 5
301 245 2 5
492 390 1 5
167 236 37 2
25 123 1 5
337 412 2 3
128 113 101 5
87 348 1282 3
271 417 37 5
199 106 53 5
14 34 1 2
61 229 1 1
384 334 37 5
156 69 444 1
359 463 1226 2
164 335 37 1
251 52 2 1
494 475 1 0
116 447 1247 2
132 157 1 5
157 340 37 5
110 158 37 3
104 363 1255 5
482 6 1 4
36 150 1 1
450 369 1 5
396 259 2 4
152 187 953 5
238 318 37 1
366 322 37 2
172 157 1 1
64 81 1 4
135 296 3 4
87 205 37 0
105 230 37 5
76 365 1333 1
304 68 2 0
245 434 37 0
82 121 32 3
255 451 37 1
419 43 2 3
289 217 37 2
83 2 1 0
65 98 1 0
451 152 1 0
249 408 5 3
137 274 2 5
208 238 37 5
496 161 1 2
408 227 37 3
289 272 2 2
217 270 2 0
380 430 1226 3
460 149 1 0
88 337 1111 2
488 142 1 4
267 424 37 1
105 125 1 1
59 4 1 0
95 243 1079 0
236 178 2 1
465 70 1 4
160 482 1 5
366 300 37 2
37 411 1 3
35 403 1 4
15 437 1 0
216 27 2 0
9 39 1 2
77 127 2 5
162 296 3 0
215 455 2 3
85 195 37 4
194 373 2 3
148 202 37 0
399 426 1226 2
341 60 2 4
168 494 1 4
405 324 2 1
407 77 558 4
294 218 37 5
207 363 2 5
231 68 37 0
235 303 37 1
337 185 3 2
198 477 798 4
218 256 2 2
147 476 1102 0
240 319 37 5
116 6 1 5
482 457 1 3
320 76 543 1
287 23 2 1
83 93 37 4
266 137 2 4
478 144 1 1
459 4 1 1
166 250 2 4
15 347 1 5
426 482 1 5
38 216 1 5
430 488 1 3
406 95 37 0
89 262 2 3
281 193 37 0
400 63 2 3
422 172 2 3
40 95 1 1
218 158 37 3
229 407 549 2
119 121 37 4
423 367 1339 0
411 226 37 2
27 454 1 0
89 357 1327 3
64 137 1 1
465 135 1 2
166 75 1 2
428 85 2 1
126 235 37 5
71 316 809 5
439 5 1 3
61 458 1 4
493 110 1 5
298 429 37 5
148 84 37 4
140 160 1 1
111 470 1247 2
455 124 1 4
451 56 1 5
436 213 1 3
194 213 37 3
61 406 1 2
201 457 1076 3
206 302 37 5
263 414 37 0
478 421 1 2
396 461 1226 3
12 367 1 1
285 119 37 0
446 300 1 5
219 10 1 4
71 436 1247 0
379 57 2 0
481 71 1 5
36 56 1 1
205 6 1 5
473 57 1 3
410 433 1226 1
171 421 2 5
63 291 1 3
307 438 2 0
433 425 1226 5
312 458 1020 3
148 19 1 4
354 198 37 4
267 237 37 0
61 235 1 2
148 4 1 1
38 459 1 3
356 430 1076 4
443 395 1 4
51 284 1 4
152 202 37 0
387 324 37 4
456 374 1 2
299 397 2 4
423 161 2 4
36 311 1 0
361 449 1226 1
365 113 37 0
170 450 1034 0
409 329 1100 2
133 341 37 4
449 147 1 3
72 16 1 4
310 163 2 0
353 402 2 5
16 208 1 4
118 63 342 5
270 51 2 0
197 461 1129 1
296 406 2 4
333 17 1 1
434 211 1 3
322 59 2 2
272 4 1 0
392 151 2 5
222 455 2 4
246 313 37 0
406 17 1 3
310 2 1 0
206 448 2 0
425 340 1287 0
118 224 37 3
290 242 1027 5
192 166 37 4
116 44 37 5
479 218 1 3
122 59 37 5
151 465 548 4
67 263 1090 0
310 378 2 1
197 101 37 5
136 257 2 2
1 55 1 2
232 434 37 1
410 491 1 4
170 463 1034 4
491 476 1 3
203 31 2 3
18 44 1 0
214 233 37 2
115 120 231 2
208 365 2 0
98 109 1 4
78 232 2 5
455 128 1 0
478 12 1 5
378 317 37 1
121 190 37 3
79 145 28 0
481 129 1 3
17 64 1 5
44 212 1 1
151 258 2 4
10 438 1 0
341 460 1102 1
155 190 37 1
465 128 1 4
88 373 1326 5
456 109 1 1
355 237 37 5
255 71 2 2
371 424 1226 1
192 263 2 3
321 275 2 5
452 128 1 3
147 256 2 1
390 111 37 5
194 75 1 0
4 308 1 4
264 315 37 5
482 456 1 5
463 462 1 4
238 39 5 0
73 153 2 3
102 112 1 0
161 37 32 1
245 340 37 4
146 295 2 3
416 28 2 1
12 78 1 0
429 68 2 1
159 311 37 5
243 86 2 2
317 425 2 4
193 253 2 4
29 304 1 0
366 374 2 2
371 428 1226 2
69 69 2 0
263 468 2 2
53 258 1 0
406 308 2 5
156 422 1387 2
341 453 1102 0
343 384 2 5
376 274 2 3
429 371 1343 4
467 213 1 3
178 289 2 2
327 11 1 5
207 190 37 1
104 389 1247 0
370 478 1 3
68 8 1 2
373 141 2 3
189 388 2 2
34 8 1 0
108 477 1247 0
229 199 37 0
491 93 1 2
328 461 1151 1
258 408 5 4
218 393 2 5
0 151 1 0
14 483 1 4
276 217 37 4
454 417 1 3
370 345 37 0
203 87 37 5
371 413 1226 4
462 128 1 5
447 140 1 4
413 266 2 0
47 216 1 5
397 448 1226 4
407 277 2 5
481 198 1 0
119 330 37 1
79 92 28 0
357 90 37 1
346 340 37 4
363 465 1226 4
293 13 1 2
362 485 1 3
273 350 37 1
454 485 1 2
227 430 37 3
458 172 1 4
111 370 1327 3
219 457 2 3
200 103 37 5
23 469 1 3
488 186 1 5
57 18 1 1
431 270 1060 5
28 113 1 4
188 216 37 5
70 271 1103 3
421 354 1094 4
277 57 2 0
384 40 2 0
437 17 1 3
368 45 2 3
127 229 37 3
45 481 1 2
403 180 2 1
144 354 943 0
286 258 2 1
26 195 1 1
253 33 2 2
300 7 1 2
453 449 1 0
491 450 1 0
124 399 1098 1
380 285 2 0
368 461 1226 5
169 139 1 2
412 77 558 5
68 210 2 2
262 364 2 4
239 14 1 0
302 95 37 2
77 369 1329 1
192 303 37 4
143 445 1034 0
32 436 1 4
37 434 1 0
62 412 1 1
294 341 37 4
28 203 1 2
431 449 1226 3
391 459 1226 1
259 425 37 4
297 157 2 4
342 102 37 0
460 21 1 4
282 191 37 0
471 43 1 5
219 451 2 4
99 470 1247 5
181 13 1 2
189 326 37 0
211 307 37 3
124 218 37 2
142 312 37 2
138 23 2 3
264 391 2 0
46 5 1 3
57 88 1 1
294 265 2 2
308 331 37 2
480 7 1 0
12 390 1 2
417 279 2 0
361 172 2 3
122 37 32 1
110 376 1247 3
433 219 2 4
188 399 2 2
343 221 37 3
449 68 1 3
375 59 2 4
466 465 1 4
85 396 1120 3
390 470 1226 0
188 122 37 2
373 432 1226 3
163 38 37 0
432 48 2 5
230 348 37 4
303 73 2 4
444 172 1 3
125 230 37 0
267 378 2 1
56 438 1 0
332 57 2 3
191 106 54 1
148 133 37 2
237 354 943 1
204 272 2 0
294 469 1091 1
59 235 1 5
356 104 37 5
363 318 37 2
329 213 37 4
326 269 2 0
199 434 1056 1
204 232 37 0
300 335 37 3
305 236 37 4
68 417 1247 4
124 259 2 1
498 383 1 2
37 488 1 5
33 466 1 4
446 128 1 0
365 137 2 4
362 462 1226 2
235 218 37 0
281 268 2 5
480 295 1 0
151 256 2 4
30 37 1 1
238 161 5 0
438 239 1 0
326 167 2 0
204 411 32 5
466 474 1 0
118 20 1 2
91 117 37 4
222 373 2 4
353 39 2 1
397 450 1226 4
374 26 2 0
45 358 1 3
167 158 1 0
222 250 2 1
403 465 1226 1
60 279 1 3
359 438 1226 4
57 448 1 0
168 195 37 1
493 438 1 4
173 32 2 3
243 190 37 0
276 484 1 2
303 302 37 2
417 345 1299 1
290 62 2 0
102 67 37 4
429 8 1 0
242 449 37 3
428 283 1064 5
463 370 1 2
51 410 1 4
256 97 37 4
122 85 37 0
29 387 1 0
481 284 1 0
14 168 1 5
398 264 2 4
347 126 37 5
168 465 1350 3
44 301 1 2
169 46 1 1
371 299 560 3
140 487 1 1
121 333 37 1
278 368 2 5
145 230 37 0
94 277 2 5
338 18 1 4
169 141 1 2
162 139 307 5
228 3 1 2
381 72 2 3
365 415 1226 1
483 350 1 1
461 273 1 1
54 141 1 1
149 174 947 2
376 352 560 5
332 214 37 4
367 188 960 2
108 307 37 5
302 255 2 4
449 471 1 2
159 328 37 0
147 48 1 4
15 270 1 4
401 85 37 0
277 34 2 1
70 202 2 5
188 371 2 2
9 412 1 4
280 176 2 2
274 315 37 4
372 251 2 4
305 196 37 4
479 484 1 2
13 447 1 2
225 43 37 1
37 437 1 5
251 364 2 4
227 403 2 1
35 57 1 0
225 70 212 5
294 188 960 0
160 176 2 5
127 372 2 2
369 425 1226 1
254 412 37 0
73 283 1064 2
379 450 1226 1
417 60 2 0
474 218 1 1
288 189 782 2
370 102 37 5
51 24 1 0
299 62 2 4
493 351 1 4
328 131 30 1
69 328 1231 0
111 418 1247 3
147 207 37 4
165 387 2 3
235 437 37 3
276 258 2 5
230 372 2 5
420 440 1226 1
351 433 1364 2
41 264 1 3
24 70 1 2
403 459 1226 4
390 284 2 2
464 493 1 3
91 56 37 5
242 152 2 2
34 270 1 4
381 86 37 5
471 186 1 5
98 311 2 1
459 307 1 1
368 101 37 5
492 193 1 1
458 149 1 1
64 307 1 4
470 315 1 4
17 162 1 5
403 19 1 4
210 405 2 1
359 217 37 1
261 162 2 0
50 63 1 3
189 279 2 4
257 337 37 5
53 355 1 1
392 402 1348 3
147 43 1 4
64 401 1 2
127 293 2 1
281 200 37 5
434 317 1 1
408 291 2 1
74 302 1148 4
60 338 1 5
74 120 2 5
133 323 37 2
36 147 1 0
128 340 37 2
477 410 1 3
303 48 2 4
371 70 2 0
186 197 37 3
306 129 37 4
115 223 37 5
347 341 37 2
187 32 2 2
267 349 37 4
403 441 1226 3
278 383 2 4
99 316 2 5
447 300 1 4
8 19 1 5
495 313 1 1
310 11 1 2
44 293 1 2
472 254 1 0
205 251 2 1
218 439 37 5
86 41 37 2
30 189 1 4
236 115 45 1
36 483 1 4
393 124 37 3
121 492 1 4
401 125 37 2
78 399 1098 2
131 480 1 1
82 381 1250 4
473 105 1 2
42 95 1 5
456 412 1 4
104 283 2 0
381 146 2 2
182 37 32 5
318 129 37 3
250 416 37 2
85 100 37 2
112 82 1 2
236 248 2 3
234 113 37 2
424 391 1329 0
126 358 2 4
416 396 1247 3
214 300 37 3
425 117 2 2
440 447 1 5
354 405 1054 3
345 117 37 1
437 410 1 1
325 444 1090 3
213 108 37 3
376 31 2 1
18 486 1 5
23 28 1 5
371 51 2 4
5 313 1 4
63 150 1 5
36 27 1 1
369 393 1329 4
116 167 37 3
427 369 1341 0
377 247 2 5
131 72 1 3
102 11 1 3
130 349 37 5
492 15 1 0
221 316 37 3
314 165 2 2
100 422 1247 4
139 322 37 2
481 452 1 5
432 93 2 1
204 213 37 2
379 488 1 5
439 12 1 3
99 19 1 0
52 82 1 3
68 131 2 4
384 201 37 3
114 492 1 3
305 412 37 4
164 350 37 5
413 289 2 0
33 267 1 0
47 151 1 1
467 457 1 3
334 107 37 3
466 151 1 5
218 352 581 3
135 313 37 4
247 17 1 4
374 338 37 1
314 161 2 2
3 305 1 2
58 77 1 2
89 167 37 3
420 366 1337 1
53 149 1 2
166 25 2 3
148 150 37 5
281 394 2 2
437 367 1 0
389 475 1226 1
299 88 37 0
161 225 37 0
127 302 37 1
49 168 1 0
168 484 1 1
138 31 2 0
411 190 37 1
381 466 1226 0
376 471 1226 5
44 304 1 2
238 321 37 0
74 26 2 3
227 114 37 5
366 60 2 3
398 432 1226 1
457 395 1 5
201 490 1 2
86 427 1247 4
478 400 1 1
459 209 1 3
318 214 37 2
213 50 37 3
14 368 1 5
199 231 37 5
304 377 2 5
44 369 1 0
177 37 32 4
398 361 1256 4
422 2 1 5
494 392 1 2
407 189 782 3
4 273 1 3
94 87 37 1
30 41 1 3
362 229 37 3
287 330 37 5
324 165 2 4
341 417 2 1
20 340 1 4
65 381 1 1
59 495 1 4
498 153 1 1
174 411 32 3
229 15 1 3
185 242 1027 0
185 357 2 4
42 221 1 2
469 52 1 4
157 323 37 0
106 120 1 5
206 193 37 2
121 257 2 3
356 330 37 0
155 5 1 4
261 356 2 3
371 117 37 5
244 229 37 4
190 81 1 1
191 468 1020 3
350 123 37 0
104 377 1147 3
107 180 2 4
424 401 1348 2
397 430 1226 0
119 136 1 5
14 225 1 4
284 487 1 5
86 58 37 1
22 60 1 2
499 407 1 0
160 59 37 4
212 476 1335 4
157 217 37 2
181 277 2 4
230 270 2 0
140 253 2 4
286 246 2 0
424 175 2 4
106 74 290 4
363 359 2 5
20 189 1 1
101 324 2 3
17 219 1 2
372 470 1226 1
385 117 37 0
264 388 2 5
488 445 1 4
465 74 1 1
53 123 1 1
194 460 1076 5
398 309 31 2
211 470 549 5
494 111 1 4
370 77 558 3
108 273 2 1
304 46 2 0
379 31 2 4
357 443 1226 0
273 126 37 3
47 103 1 3
144 491 1 4
416 219 37 0
29 91 1 2
316 290 2 0
91 68 37 1
377 2 1 3
436 403 1 4
271 400 2 3
260 300 37 2
278 8 1 2
138 155 1 1
471 226 1 0
154 360 2 5
304 220 37 2
209 264 2 1
469 341 1 0
332 340 37 2
262 178 2 0
129 336 37 4
26 300 1 4
258 226 37 3
112 179 2 3
368 209 37 5
297 365 2 5
417 83 32 1
480 111 1 0
132 362 2 3
184 66 1 2
151 70 1 2
112 357 2 0
180 185 3 2
104 458 1247 2
60 85 1 4
320 18 1 3
245 36 2 1
50 339 1 4
37 312 1 4
191 431 3 5
51 205 1 4
273 230 37 5
481 313 1 2
68 123 2 1
318 98 37 3
268 19 1 3
164 383 2 5
331 285 2 1
439 279 1 2
72 473 1247 1
143 89 67 3
140 342 37 0
282 256 2 1
253 191 37 1
225 222 37 1
229 477 1099 1
326 335 37 2
68 488 1 3
441 285 1 4
397 86 37 2
445 83 1 1
18 411 1 0
151 441 548 3
322 208 37 1
420 42 2 3
274 229 37 0
388 92 37 5
484 410 1 1
302 274 2 5
483 188 1 2
401 296 3 1
415 240 32 4
124 382 1329 2
160 74 54 2
25 111 1 5
242 130 2 3
120 378 1147 2
303 74 3 0
412 28 2 3
289 246 2 2
210 27 2 3
135 404 1247 0
277 127 37 1
176 393 2 1
244 244 530 5
385 490 1 5
292 46 2 4
288 207 37 0
452 135 1 5
419 239 529 4
121 123 37 0
183 135 1 2
343 314 37 4
457 451 1 2
283 477 1043 2
54 36 1 4
357 169 2 3
392 118 37 5
365 48 2 2
413 491 1 4
34 475 1 4
267 144 2 2
416 171 2 5
463 476 1 0
435 241 1 4
433 125 2 3
117 69 1 5
32 468 1 3
427 447 1226 0
396 168 2 5
167 312 37 4
480 442 1 4
68 270 1044 5
4 488 1 2
301 339 37 0
450 238 1 3
479 225 1 3
88 136 37 3
495 492 1 1
73 493 1 0
132 35 16 1
318 13 1 4
273 66 2 1
472 54 1 4
366 486 1 2
425 231 2 0
415 403 1318 4
149 435 1237 4
62 395 1 4
0 364 1 1
38 246 1 2
50 93 1 5
485 119 1 5
389 150 2 2
409 339 1280 2
111 319 37 2
277 271 2 1
250 212 37 2
464 393 1 5
448 210 1 3
363 205 37 0
32 489 1 3
246 67 2 0
43 31 1 0
